ResponseID,ParticipantID,AssessmentID,CompetencyID,Score,ResponseDate
1664,P2700,A002,C002,4,2024-12-31
1665,P5102,A001,C006,5,2024-12-31
1666,P6272,A002,C002,5,2024-12-31
1667,P6812,A001,C004,1,2024-12-31
1668,P2232,A004,C009,3,2024-12-31
1669,P3578,A003,C007,1,2024-12-31
1670,P4767,A002,C002,5,2024-12-31
1671,P3599,A002,C002,3,2024-12-31
1672,P1048,A004,C009,4,2024-12-31
1673,P6873,A004,C005,3,2024-12-31
1674,P6410,A005,C006,5,2024-12-31
1675,P7672,A004,C005,1,2024-12-31
1676,P7866,A001,C008,1,2024-12-31
1677,P4508,A001,C001,3,2024-12-31
1678,P4650,A004,C002,2,2024-12-31
1679,P6154,A005,C004,5,2024-12-31
1680,P5771,A003,C004,1,2024-12-31
1681,P2818,A001,C002,1,2024-12-31
1682,P3747,A004,C007,2,2024-12-31
1683,P3914,A003,C007,4,2024-12-31
1684,P3571,A005,C001,5,2024-12-31
1685,P8406,A003,C002,1,2024-12-31
1686,P1929,A004,C010,5,2024-12-31
1687,P2284,A005,C007,5,2024-12-31
1688,P5850,A004,C009,4,2024-12-31
1689,P5762,A003,C009,2,2024-12-31
1690,P5280,A001,C008,3,2024-12-31
1691,P4406,A003,C001,3,2024-12-31
1692,P5514,A003,C008,1,2024-12-31
1693,P1233,A003,C003,2,2024-12-31
1694,P9466,A002,C004,3,2024-12-31
1695,P4314,A002,C010,5,2024-12-31
1696,P8811,A001,C003,1,2024-12-31
1697,P9080,A004,C010,3,2024-12-31
1698,P3004,A005,C003,5,2024-12-31
1699,P4260,A005,C002,5,2024-12-31
1700,P5120,A005,C009,1,2024-12-31
1701,P4628,A001,C004,1,2024-12-31
1702,P3312,A004,C003,4,2024-12-31
1703,P5926,A002,C008,1,2024-12-31
1704,P4531,A001,C010,5,2024-12-31
1705,P9420,A003,C001,3,2024-12-31
1706,P3910,A001,C010,1,2024-12-31
1707,P8220,A005,C001,2,2024-12-31
1708,P5255,A003,C005,2,2024-12-31
1709,P2503,A003,C005,1,2024-12-31
1710,P2827,A003,C001,4,2024-12-31
1711,P3702,A005,C008,3,2024-12-31
1712,P9323,A004,C003,5,2024-12-31
1713,P7048,A003,C003,5,2024-12-31
1714,P9540,A003,C004,4,2024-12-31
1715,P2579,A004,C005,4,2024-12-31
1716,P2798,A001,C004,5,2024-12-31
1717,P10108,A003,C010,4,2024-12-31
1718,P4462,A001,C004,5,2024-12-31
1719,P3594,A005,C003,5,2024-12-31
1720,P8786,A003,C003,2,2024-12-31
1721,P8160,A003,C001,4,2024-12-31
1722,P1414,A004,C003,5,2024-12-31
1723,P5262,A003,C010,2,2024-12-31
1724,P5909,A001,C001,1,2024-12-31
1725,P4670,A002,C004,4,2024-12-31
1726,P1647,A005,C004,2,2024-12-31
1727,P7967,A004,C009,2,2024-12-31
1728,P2002,A001,C003,5,2024-12-31
1729,P3276,A001,C009,4,2024-12-31
1730,P10952,A001,C010,5,2024-12-31
1731,P7104,A004,C006,1,2024-12-31
1732,P7163,A005,C001,5,2024-12-31
1733,P6286,A002,C008,2,2024-12-31
1734,P3511,A002,C004,2,2024-12-31
1735,P5276,A003,C008,2,2024-12-31
1736,P7855,A004,C001,4,2024-12-31
1737,P8782,A004,C006,4,2024-12-31
1738,P10175,A004,C006,3,2024-12-31
1739,P8695,A004,C010,4,2024-12-31
1740,P1337,A005,C005,2,2024-12-31
1741,P8472,A005,C002,5,2024-12-31
1742,P10420,A005,C001,5,2024-12-31
1743,P8728,A004,C008,1,2024-12-31
1744,P9878,A002,C006,2,2024-12-31
1745,P1425,A002,C001,1,2024-12-31
1746,P10358,A001,C008,3,2024-12-31
1747,P8536,A001,C001,2,2024-12-31
1748,P2544,A002,C008,4,2024-12-31
1749,P9469,A002,C005,3,2024-12-31
1750,P9422,A002,C004,1,2024-12-31
1751,P10689,A005,C005,2,2024-12-31
1752,P6031,A001,C007,3,2024-12-31
1753,P6219,A003,C003,4,2024-12-31
1754,P2920,A002,C007,3,2024-12-31
1755,P1673,A002,C009,5,2024-12-31
1756,P8186,A005,C010,1,2024-12-31
1757,P4211,A002,C004,5,2024-12-31
1758,P5777,A002,C001,5,2024-12-31
1759,P3799,A001,C004,2,2024-12-31
1760,P10178,A001,C002,2,2024-12-31
1761,P9335,A005,C007,2,2024-12-31
1762,P7027,A003,C005,1,2024-12-31
1763,P3958,A002,C001,4,2024-12-31
1764,P2149,A004,C006,2,2024-12-31
1765,P1177,A002,C007,3,2024-12-31
1766,P5851,A002,C006,2,2024-12-31
1767,P6280,A004,C010,3,2024-12-31
1768,P2311,A003,C009,1,2024-12-31
1769,P5669,A003,C004,2,2024-12-31
1770,P3627,A005,C010,3,2024-12-31
1771,P5370,A005,C009,4,2024-12-31
1772,P7214,A004,C001,1,2024-12-31
1773,P3340,A002,C005,5,2024-12-31
1774,P3418,A005,C009,5,2024-12-31
1775,P9240,A004,C001,2,2024-12-31
1776,P7394,A002,C005,5,2024-12-31
1777,P7023,A002,C003,1,2024-12-31
1778,P1830,A005,C005,5,2024-12-31
1779,P4431,A003,C003,3,2024-12-31
1780,P1767,A001,C002,1,2024-12-31
1781,P8088,A005,C007,3,2024-12-31
1782,P10098,A005,C009,4,2024-12-31
1783,P9475,A001,C003,1,2024-12-31
1784,P2082,A005,C002,5,2024-12-31
1785,P4650,A001,C004,4,2024-12-31
1786,P8124,A003,C003,5,2024-12-31
1787,P4406,A001,C001,3,2024-12-31
1788,P10415,A001,C006,5,2024-12-31
1789,P1104,A002,C009,5,2024-12-31
1790,P2162,A003,C009,2,2024-12-31
1791,P7420,A003,C007,3,2024-12-31
1792,P7679,A002,C009,3,2024-12-31
1793,P1746,A002,C009,4,2024-12-31
1794,P5330,A005,C004,1,2024-12-31
1795,P9073,A004,C002,4,2024-12-31
1796,P1075,A001,C006,5,2024-12-31
1797,P7090,A005,C005,5,2024-12-31
1798,P9200,A005,C003,3,2024-12-31
1799,P8158,A005,C006,3,2024-12-31
1800,P4223,A005,C003,3,2024-12-31
1801,P5735,A003,C005,3,2024-12-31
1802,P6741,A002,C005,2,2024-12-31
1803,P8864,A003,C010,4,2024-12-31
1804,P4588,A002,C005,4,2024-12-31
1805,P5318,A004,C001,2,2024-12-31
1806,P5832,A005,C007,5,2024-12-31
1807,P7853,A003,C005,4,2024-12-31
1808,P1423,A002,C007,2,2024-12-31
1809,P6374,A005,C008,2,2024-12-31
1810,P1987,A003,C002,3,2024-12-31
1811,P7230,A001,C004,3,2024-12-31
1812,P5703,A003,C003,2,2024-12-31
1813,P10629,A003,C010,3,2024-12-31
1814,P2713,A003,C002,2,2024-12-31
1815,P8419,A004,C008,1,2024-12-31
1816,P4728,A001,C009,2,2024-12-31
1817,P7164,A003,C010,3,2024-12-31
1818,P1240,A004,C006,2,2024-12-31
1819,P2420,A005,C007,5,2024-12-31
1820,P6676,A005,C001,5,2024-12-31
1821,P8794,A004,C003,2,2024-12-31
1822,P6145,A003,C004,4,2024-12-31
1823,P9426,A001,C010,5,2024-12-31
1824,P10859,A003,C009,1,2024-12-31
1825,P1411,A004,C002,2,2024-12-31
1826,P3073,A003,C008,4,2024-12-31
1827,P7774,A005,C004,2,2024-12-31
1828,P8230,A003,C009,5,2024-12-31
1829,P6795,A001,C010,4,2024-12-31
1830,P5016,A001,C009,1,2024-12-31
1831,P8560,A004,C004,4,2024-12-31
1832,P3085,A003,C002,3,2024-12-31
1833,P7514,A003,C002,2,2024-12-31
1834,P3433,A005,C001,5,2024-12-31
1835,P10795,A003,C008,1,2024-12-31
1836,P4414,A003,C005,2,2024-12-31
1837,P3229,A001,C006,1,2024-12-31
1838,P7018,A005,C003,4,2024-12-31
1839,P9867,A003,C009,3,2024-12-31
1840,P3724,A005,C008,1,2024-12-31
1841,P3157,A002,C010,3,2024-12-31
1842,P3690,A005,C003,1,2024-12-31
1843,P7065,A003,C010,4,2024-12-31
1844,P6579,A005,C006,1,2024-12-31
1845,P7158,A002,C007,2,2024-12-31
1846,P9831,A002,C001,3,2024-12-31
1847,P9043,A005,C008,4,2024-12-31
1848,P4046,A005,C008,2,2024-12-31
1849,P8986,A001,C004,2,2024-12-31
1850,P2951,A003,C005,4,2024-12-31
1851,P10690,A003,C009,5,2024-12-31
1852,P8422,A002,C010,4,2024-12-31
1853,P7973,A003,C004,2,2024-12-31
1854,P10299,A003,C004,3,2024-12-31
1855,P1416,A003,C008,3,2024-12-31
1856,P7651,A005,C007,2,2024-12-31
1857,P1378,A005,C009,4,2024-12-31
1858,P8584,A001,C005,2,2024-12-31
1859,P6269,A002,C002,2,2024-12-31
1860,P4055,A005,C003,3,2024-12-31
1861,P3865,A005,C001,4,2024-12-31
1862,P8537,A003,C005,3,2024-12-31
1863,P3117,A005,C005,4,2024-12-31
1864,P1587,A003,C006,2,2024-12-31
1865,P9667,A004,C001,3,2024-12-31
1866,P9559,A004,C008,3,2024-12-31
1867,P9962,A002,C005,5,2024-12-31
1868,P1829,A004,C007,5,2024-12-31
1869,P5556,A004,C003,1,2024-12-31
1870,P1103,A004,C001,4,2024-12-31
1871,P10926,A002,C010,4,2024-12-31
1872,P9814,A004,C005,3,2024-12-31
1873,P5592,A001,C007,5,2024-12-31
1874,P4918,A003,C003,3,2024-12-31
1875,P9645,A001,C008,5,2024-12-31
1876,P9746,A001,C009,1,2024-12-31
1877,P1042,A004,C009,4,2024-12-31
1878,P7789,A005,C001,3,2024-12-31
1879,P6875,A001,C001,2,2024-12-31
1880,P10504,A004,C005,3,2024-12-31
1881,P7905,A004,C009,2,2024-12-31
1882,P8718,A003,C002,4,2024-12-31
1883,P5141,A002,C010,2,2024-12-31
1884,P6244,A005,C003,2,2024-12-31
1885,P6823,A002,C003,3,2024-12-31
1886,P5345,A002,C008,4,2024-12-31
1887,P2794,A002,C003,4,2024-12-31
1888,P6853,A002,C009,1,2024-12-31
1889,P4045,A001,C003,3,2024-12-31
1890,P2795,A004,C001,4,2024-12-31
1891,P2560,A002,C010,2,2024-12-31
1892,P8726,A003,C004,3,2024-12-31
1893,P4744,A001,C009,3,2024-12-31
1894,P3057,A005,C001,2,2024-12-31
1895,P6913,A005,C003,2,2024-12-31
1896,P8947,A002,C001,5,2024-12-31
1897,P7749,A005,C007,3,2024-12-31
1898,P4174,A004,C007,2,2024-12-31
1899,P9425,A003,C006,2,2024-12-31
1900,P4599,A004,C003,2,2024-12-31
1901,P9491,A001,C008,3,2024-12-31
1902,P7917,A005,C006,2,2024-12-31
1903,P5520,A004,C007,1,2024-12-31
1904,P8848,A004,C002,3,2024-12-31
1905,P7105,A002,C007,3,2024-12-31
1906,P5684,A003,C001,2,2024-12-31
1907,P1052,A002,C006,1,2024-12-31
1908,P10142,A002,C003,3,2024-12-31
1909,P7876,A002,C008,3,2024-12-31
1910,P7781,A002,C010,2,2024-12-31
1911,P3887,A003,C010,3,2024-12-31
1912,P7411,A003,C002,4,2024-12-31
1913,P1131,A003,C001,5,2024-12-31
1914,P1099,A004,C001,2,2024-12-31
1915,P1106,A005,C002,4,2024-12-31
1916,P5141,A005,C005,3,2024-12-31
1917,P5151,A001,C003,3,2024-12-31
1918,P10043,A001,C004,1,2024-12-31
1919,P8084,A002,C003,4,2024-12-31
1920,P5862,A001,C004,2,2024-12-31
1921,P7586,A002,C005,4,2024-12-31
1922,P9068,A003,C006,2,2024-12-31
1923,P4793,A003,C002,5,2024-12-31
1924,P1421,A002,C003,3,2024-12-31
1925,P10785,A001,C009,5,2024-12-31
1926,P4792,A005,C003,2,2024-12-31
1927,P7586,A004,C010,5,2024-12-31
1928,P5350,A005,C008,5,2024-12-31
1929,P8503,A005,C002,5,2024-12-31
1930,P3492,A003,C007,1,2024-12-31
1931,P5310,A001,C008,1,2024-12-31
1932,P10040,A002,C002,2,2024-12-31
1933,P7337,A004,C001,4,2024-12-31
1934,P4803,A003,C010,4,2024-12-31
1935,P4692,A004,C009,3,2024-12-31
1936,P3721,A005,C009,5,2024-12-31
1937,P3887,A002,C005,5,2024-12-31
1938,P1712,A003,C004,1,2024-12-31
1939,P10918,A004,C010,3,2024-12-31
1940,P7128,A004,C006,2,2024-12-31
1941,P5583,A003,C009,1,2024-12-31
1942,P8535,A004,C004,4,2024-12-31
1943,P1639,A001,C004,5,2024-12-31
1944,P9725,A005,C006,1,2024-12-31
1945,P3283,A005,C005,4,2024-12-31
1946,P8666,A001,C005,5,2024-12-31
1947,P7630,A005,C003,4,2024-12-31
1948,P2965,A004,C004,1,2024-12-31
1949,P6336,A002,C002,1,2024-12-31
1950,P3390,A001,C009,3,2024-12-31
1951,P1359,A001,C001,4,2024-12-31
1952,P10900,A005,C004,5,2024-12-31
1953,P1602,A005,C003,5,2024-12-31
1954,P1118,A002,C001,4,2024-12-31
1955,P10410,A004,C001,2,2024-12-31
1956,P3330,A003,C002,2,2024-12-31
1957,P3643,A004,C007,5,2024-12-31
1958,P9907,A002,C006,4,2024-12-31
1959,P3411,A001,C005,1,2024-12-31
1960,P8224,A005,C005,1,2024-12-31
1961,P1263,A003,C008,5,2024-12-31
1962,P1565,A003,C003,5,2024-12-31
1963,P4929,A004,C003,2,2024-12-31
1964,P6366,A002,C001,5,2024-12-31
1965,P9771,A002,C004,1,2024-12-31
1966,P7184,A001,C001,2,2024-12-31
1967,P3883,A004,C010,5,2024-12-31
1968,P2846,A005,C006,3,2024-12-31
1969,P6770,A005,C007,4,2024-12-31
1970,P1206,A003,C001,2,2024-12-31
1971,P2630,A004,C006,3,2024-12-31
1972,P1109,A003,C005,4,2024-12-31
1973,P10685,A001,C006,1,2024-12-31
1974,P7608,A003,C006,1,2024-12-31
1975,P3397,A002,C001,1,2024-12-31
1976,P8671,A005,C009,1,2024-12-31
1977,P7882,A004,C003,3,2024-12-31
1978,P9787,A002,C009,4,2024-12-31
1979,P7321,A005,C005,1,2024-12-31
1980,P9361,A002,C001,5,2024-12-31
1981,P4908,A001,C007,5,2024-12-31
1982,P3967,A003,C004,2,2024-12-31
1983,P8676,A005,C008,3,2024-12-31
1984,P1844,A004,C001,1,2024-12-31
1985,P1636,A002,C007,2,2024-12-31
1986,P3484,A003,C002,5,2024-12-31
1987,P6594,A002,C009,1,2024-12-31
1988,P10974,A005,C007,2,2024-12-31
1989,P1733,A003,C004,2,2024-12-31
1990,P10294,A003,C005,2,2024-12-31
1991,P4160,A004,C006,4,2024-12-31
1992,P1540,A004,C008,5,2024-12-31
1993,P5282,A003,C009,5,2024-12-31
1994,P10939,A005,C002,5,2024-12-31
1995,P3389,A004,C001,3,2024-12-31
1996,P1823,A001,C002,3,2024-12-31
1997,P9977,A003,C005,4,2024-12-31
1998,P4378,A003,C007,4,2024-12-31
1999,P7441,A004,C008,4,2024-12-31
2000,P8389,A003,C005,1,2024-12-31
2001,P7171,A002,C002,5,2024-12-31
2002,P6284,A004,C009,1,2024-12-31
2003,P4834,A003,C001,2,2024-12-31
2004,P1426,A003,C006,1,2024-12-31
2005,P9235,A005,C007,1,2024-12-31
2006,P1324,A001,C009,1,2024-12-31
2007,P9573,A003,C001,3,2024-12-31
2008,P4753,A002,C004,5,2024-12-31
2009,P10778,A002,C006,2,2024-12-31
2010,P3644,A001,C007,1,2024-12-31
2011,P3320,A003,C006,1,2024-12-31
2012,P3827,A005,C002,3,2024-12-31
2013,P4745,A004,C009,5,2024-12-31
2014,P4602,A002,C007,1,2024-12-31
2015,P5776,A004,C010,3,2024-12-31
2016,P3976,A003,C003,2,2024-12-31
2017,P4795,A002,C010,1,2024-12-31
2018,P4259,A004,C007,3,2024-12-31
2019,P4999,A003,C008,3,2024-12-31
2020,P1945,A004,C002,1,2024-12-31
2021,P9759,A002,C010,5,2024-12-31
2022,P6428,A005,C002,2,2024-12-31
2023,P10104,A004,C007,3,2024-12-31
2024,P8428,A003,C009,5,2024-12-31
2025,P1079,A002,C007,4,2024-12-31
2026,P6682,A005,C006,4,2024-12-31
2027,P9934,A002,C006,4,2024-12-31
2028,P7956,A001,C001,4,2024-12-31
2029,P5763,A004,C005,4,2024-12-31
2030,P3694,A005,C005,5,2024-12-31
2031,P9360,A002,C002,4,2024-12-31
2032,P3488,A001,C010,2,2024-12-31
2033,P3904,A002,C008,5,2024-12-31
2034,P10276,A002,C009,4,2024-12-31
2035,P6092,A003,C010,4,2024-12-31
2036,P2363,A005,C005,5,2024-12-31
2037,P4017,A005,C008,4,2024-12-31
2038,P10980,A003,C008,1,2024-12-31
2039,P6156,A004,C005,2,2024-12-31
2040,P5483,A002,C005,3,2024-12-31
2041,P3464,A003,C006,2,2024-12-31
2042,P9489,A005,C004,4,2024-12-31
2043,P5078,A001,C005,4,2024-12-31
2044,P4006,A001,C007,5,2024-12-31
2045,P4487,A004,C001,3,2024-12-31
2046,P9032,A004,C009,5,2024-12-31
2047,P5697,A001,C005,1,2024-12-31
2048,P4553,A002,C007,1,2024-12-31
2049,P6415,A004,C007,3,2024-12-31
2050,P10131,A001,C005,1,2024-12-31
2051,P10107,A005,C002,2,2024-12-31
2052,P5673,A002,C003,1,2024-12-31
2053,P9385,A001,C006,3,2024-12-31
2054,P10302,A004,C004,4,2024-12-31
2055,P7370,A001,C007,1,2024-12-31
2056,P6743,A001,C006,5,2024-12-31
2057,P6871,A005,C007,3,2024-12-31
2058,P7084,A001,C006,4,2024-12-31
2059,P3680,A003,C005,2,2024-12-31
2060,P4302,A005,C005,1,2024-12-31
2061,P9266,A002,C009,3,2024-12-31
2062,P9859,A002,C004,2,2024-12-31
2063,P3199,A002,C006,4,2024-12-31
2064,P5529,A003,C008,4,2024-12-31
2065,P6822,A001,C001,1,2024-12-31
2066,P7121,A001,C009,5,2024-12-31
2067,P9807,A001,C003,5,2024-12-31
2068,P4456,A003,C003,2,2024-12-31
2069,P9277,A002,C008,1,2024-12-31
2070,P7974,A005,C006,1,2024-12-31
2071,P2608,A003,C005,2,2024-12-31
2072,P9242,A005,C008,4,2024-12-31
2073,P8256,A004,C003,2,2024-12-31
2074,P8971,A003,C001,4,2024-12-31
2075,P9782,A005,C004,5,2024-12-31
2076,P3953,A005,C010,2,2024-12-31
2077,P6000,A001,C006,4,2024-12-31
2078,P2726,A002,C005,1,2024-12-31
2079,P7136,A005,C001,4,2024-12-31
2080,P6295,A005,C002,3,2024-12-31
2081,P9285,A003,C008,3,2024-12-31
2082,P2830,A002,C003,1,2024-12-31
2083,P8470,A005,C006,2,2024-12-31
2084,P4060,A005,C001,1,2024-12-31
2085,P3349,A002,C009,4,2024-12-31
2086,P10557,A001,C003,2,2024-12-31
2087,P5281,A002,C004,5,2024-12-31
2088,P4058,A005,C001,3,2024-12-31
2089,P9929,A005,C007,5,2024-12-31
2090,P4177,A002,C001,3,2024-12-31
2091,P4096,A003,C005,5,2024-12-31
2092,P4747,A001,C004,4,2024-12-31
2093,P5380,A005,C010,1,2024-12-31
2094,P2575,A001,C004,2,2024-12-31
2095,P8983,A003,C001,3,2024-12-31
2096,P10209,A003,C009,2,2024-12-31
2097,P8483,A005,C003,2,2024-12-31
2098,P5158,A003,C006,4,2024-12-31
2099,P3530,A002,C007,4,2024-12-31
2100,P5443,A002,C004,1,2024-12-31
2101,P4814,A001,C004,1,2024-12-31
2102,P7979,A004,C001,4,2024-12-31
2103,P1534,A002,C002,3,2024-12-31
2104,P9466,A003,C003,1,2024-12-31
2105,P3611,A002,C008,1,2024-12-31
2106,P5904,A002,C004,2,2024-12-31
2107,P8902,A001,C008,4,2024-12-31
2108,P5641,A003,C001,4,2024-12-31
2109,P1606,A001,C010,4,2024-12-31
2110,P3041,A004,C003,3,2024-12-31
2111,P9633,A002,C010,4,2024-12-31
2112,P7638,A002,C002,2,2024-12-31
2113,P6728,A004,C008,1,2024-12-31
2114,P5087,A005,C007,5,2024-12-31
2115,P2531,A001,C008,4,2024-12-31
2116,P1146,A005,C004,4,2024-12-31
2117,P3825,A002,C008,2,2024-12-31
2118,P3805,A003,C001,5,2024-12-31
2119,P3399,A001,C001,1,2024-12-31
2120,P1152,A004,C001,5,2024-12-31
2121,P3446,A003,C004,5,2024-12-31
2122,P1301,A003,C007,3,2024-12-31
2123,P7583,A003,C002,5,2024-12-31
2124,P3843,A005,C009,4,2024-12-31
2125,P2690,A001,C002,5,2024-12-31
2126,P6012,A003,C001,2,2024-12-31
2127,P10404,A002,C004,4,2024-12-31
2128,P3658,A004,C009,5,2024-12-31
2129,P7154,A001,C002,3,2024-12-31
2130,P4476,A001,C010,4,2024-12-31
2131,P5487,A004,C010,3,2024-12-31
2132,P5774,A001,C003,2,2024-12-31
2133,P7410,A003,C009,2,2024-12-31
2134,P7614,A002,C002,2,2024-12-31
2135,P9652,A002,C004,3,2024-12-31
2136,P2805,A003,C003,4,2024-12-31
2137,P3791,A004,C005,1,2024-12-31
2138,P5698,A001,C007,5,2024-12-31
2139,P2316,A004,C004,4,2024-12-31
2140,P3603,A001,C004,3,2024-12-31
2141,P5783,A004,C010,2,2024-12-31
2142,P7112,A004,C001,3,2024-12-31
2143,P3734,A001,C009,1,2024-12-31
2144,P1679,A005,C001,5,2024-12-31
2145,P6540,A003,C006,1,2024-12-31
2146,P1865,A003,C007,5,2024-12-31
2147,P10468,A001,C003,3,2024-12-31
2148,P4543,A003,C008,4,2024-12-31
2149,P9927,A003,C008,1,2024-12-31
2150,P5853,A004,C004,1,2024-12-31
2151,P3299,A002,C004,5,2024-12-31
2152,P10335,A002,C004,5,2024-12-31
2153,P4170,A003,C008,3,2024-12-31
2154,P10278,A002,C009,3,2024-12-31
2155,P8785,A003,C004,3,2024-12-31
2156,P2962,A001,C001,4,2024-12-31
2157,P10103,A003,C002,5,2024-12-31
2158,P1016,A004,C004,4,2024-12-31
2159,P5891,A003,C001,2,2024-12-31
2160,P4323,A004,C002,1,2024-12-31
2161,P5501,A003,C004,3,2024-12-31
2162,P9172,A001,C008,3,2024-12-31
2163,P1144,A003,C008,1,2024-12-31
2164,P7631,A003,C008,5,2024-12-31
2165,P2435,A005,C002,2,2024-12-31
2166,P2258,A003,C001,2,2024-12-31
2167,P5046,A001,C005,4,2024-12-31
2168,P1561,A005,C009,3,2024-12-31
2169,P1665,A003,C008,3,2024-12-31
2170,P4742,A005,C002,5,2024-12-31
2171,P4218,A004,C003,2,2024-12-31
2172,P7778,A005,C001,4,2024-12-31
2173,P8735,A002,C009,3,2024-12-31
2174,P8131,A004,C005,4,2024-12-31
2175,P6174,A003,C010,3,2024-12-31
2176,P7117,A001,C010,2,2024-12-31
2177,P4045,A002,C003,5,2024-12-31
2178,P6905,A004,C002,2,2024-12-31
2179,P7699,A002,C003,5,2024-12-31
2180,P5357,A004,C007,1,2024-12-31
2181,P4260,A004,C004,2,2024-12-31
2182,P7981,A004,C004,2,2024-12-31
2183,P10669,A001,C005,2,2024-12-31
2184,P3144,A001,C008,2,2024-12-31
2185,P9653,A003,C001,5,2024-12-31
2186,P3812,A003,C005,2,2024-12-31
2187,P1666,A005,C007,4,2024-12-31
2188,P9205,A002,C008,5,2024-12-31
2189,P1877,A001,C004,2,2024-12-31
2190,P1567,A001,C004,5,2024-12-31
2191,P4495,A002,C003,1,2024-12-31
2192,P5295,A005,C002,5,2024-12-31
2193,P4296,A001,C009,2,2024-12-31
2194,P3960,A001,C006,1,2024-12-31
2195,P10689,A002,C009,1,2024-12-31
2196,P9592,A005,C010,5,2024-12-31
2197,P1801,A004,C008,4,2024-12-31
2198,P6042,A001,C009,2,2024-12-31
2199,P4998,A003,C001,3,2024-12-31
2200,P6401,A002,C005,3,2024-12-31
2201,P3342,A005,C008,4,2024-12-31
2202,P9438,A005,C005,4,2024-12-31
2203,P5973,A001,C010,4,2024-12-31
2204,P9577,A005,C005,5,2024-12-31
2205,P7098,A002,C008,1,2024-12-31
2206,P9346,A004,C004,5,2024-12-31
2207,P10725,A003,C010,2,2024-12-31
2208,P1808,A002,C005,4,2024-12-31
2209,P4736,A005,C006,4,2024-12-31
2210,P2315,A003,C004,3,2024-12-31
2211,P6130,A003,C006,3,2024-12-31
2212,P4458,A001,C006,3,2024-12-31
2213,P5385,A002,C005,2,2024-12-31
2214,P6566,A005,C003,1,2024-12-31
2215,P8296,A004,C005,2,2024-12-31
2216,P5682,A004,C007,4,2024-12-31
2217,P8166,A001,C006,5,2024-12-31
2218,P8534,A002,C003,2,2024-12-31
2219,P3701,A003,C003,2,2024-12-31
2220,P9567,A004,C006,5,2024-12-31
2221,P7033,A005,C004,1,2024-12-31
2222,P5490,A003,C003,4,2024-12-31
2223,P6321,A002,C007,5,2024-12-31
2224,P9694,A001,C008,5,2024-12-31
2225,P3040,A004,C009,2,2024-12-31
2226,P9029,A003,C005,5,2024-12-31
2227,P10710,A003,C003,4,2024-12-31
2228,P8673,A003,C004,3,2024-12-31
2229,P8309,A001,C008,4,2024-12-31
2230,P3500,A004,C007,4,2024-12-31
2231,P4667,A002,C008,1,2024-12-31
2232,P9101,A001,C007,5,2024-12-31
2233,P2596,A005,C006,5,2024-12-31
2234,P4230,A002,C004,5,2024-12-31
2235,P10647,A002,C005,4,2024-12-31
2236,P3885,A002,C007,5,2024-12-31
2237,P7206,A002,C001,4,2024-12-31
2238,P10546,A003,C010,1,2024-12-31
2239,P8205,A004,C004,2,2024-12-31
2240,P2428,A002,C010,5,2024-12-31
2241,P10920,A002,C007,3,2024-12-31
2242,P6887,A002,C003,3,2024-12-31
2243,P9733,A002,C003,2,2024-12-31
2244,P5602,A005,C009,4,2024-12-31
2245,P4938,A002,C006,3,2024-12-31
2246,P4246,A002,C005,1,2024-12-31
2247,P6480,A002,C005,1,2024-12-31
2248,P2587,A001,C003,1,2024-12-31
2249,P1066,A001,C005,1,2024-12-31
2250,P6703,A001,C001,3,2024-12-31
2251,P8492,A003,C009,3,2024-12-31
2252,P5099,A003,C010,4,2024-12-31
2253,P5437,A001,C002,2,2024-12-31
2254,P2310,A002,C008,2,2024-12-31
2255,P1514,A004,C009,5,2024-12-31
2256,P3165,A002,C001,2,2024-12-31
2257,P10335,A004,C009,2,2024-12-31
2258,P10378,A002,C004,5,2024-12-31
2259,P10045,A002,C008,5,2024-12-31
2260,P3763,A004,C001,2,2024-12-31
2261,P5703,A005,C010,3,2024-12-31
2262,P5626,A002,C001,4,2024-12-31
2263,P3201,A001,C010,3,2024-12-31
2264,P6727,A003,C010,2,2024-12-31
2265,P10756,A002,C002,4,2024-12-31
2266,P3884,A005,C007,5,2024-12-31
2267,P8861,A005,C010,2,2024-12-31
2268,P1922,A004,C010,4,2024-12-31
2269,P5836,A001,C008,2,2024-12-31
2270,P5858,A001,C001,5,2024-12-31
2271,P9605,A005,C002,5,2024-12-31
2272,P9276,A002,C001,4,2024-12-31
2273,P5308,A004,C006,5,2024-12-31
2274,P9527,A005,C002,4,2024-12-31
2275,P1820,A001,C003,1,2024-12-31
2276,P4203,A004,C009,1,2024-12-31
2277,P6585,A004,C005,5,2024-12-31
2278,P2394,A004,C002,4,2024-12-31
2279,P6283,A001,C006,3,2024-12-31
2280,P6569,A004,C006,5,2024-12-31
2281,P1505,A005,C010,4,2024-12-31
2282,P8954,A005,C005,5,2024-12-31
2283,P1607,A003,C010,5,2024-12-31
2284,P8219,A005,C008,3,2024-12-31
2285,P8148,A004,C008,3,2024-12-31
2286,P1032,A002,C004,4,2024-12-31
2287,P9716,A001,C005,3,2024-12-31
2288,P1775,A005,C007,4,2024-12-31
2289,P1914,A004,C007,3,2024-12-31
2290,P7756,A002,C003,2,2024-12-31
2291,P10987,A003,C005,1,2024-12-31
2292,P6019,A002,C010,2,2024-12-31
2293,P10781,A002,C005,3,2024-12-31
2294,P9516,A003,C008,1,2024-12-31
2295,P1653,A003,C010,3,2024-12-31
2296,P10475,A003,C004,2,2024-12-31
2297,P1406,A003,C001,2,2024-12-31
